platform,video_id,title,author,author_id,snapshot_date,view_count,like_count,comment_count,share_count,favorite_count,coin_count,danmaku_count,publish_date,tags,url
bilibili,BV1hMo5BYEps,真的抽累了，从来没有这么高的预算，40万抽三张sp马超！《三国志战略版》,潘凤帮郭奉孝,472253284,2026-04-24,3264,39,22,0,7,-1,9,2026-04-24,"手游情报,抽卡,游戏解说,三战创作者计划,三国志战略版",https://www.bilibili.com/video/BV1hMo5BYEps
bilibili,BV1vEoLByEYP,三战二赛季两个零氪号幸运度对比,阴天守护星,3546748123351920,2026-04-24,208,7,1,0,0,-1,0,2026-04-24,"三国志战略版,零氪,MOBA",https://www.bilibili.com/video/BV1vEoLByEYP
bilibili,,三国志战略版·高效收战功,黄歪歪本歪,436339767,2026-04-24,67953,0,0,0,0,-1,0,,,https://www.bilibili.com/video/
bilibili,BV1CMo7BFEBZ,悔哭了，第一桌硬着头皮玩皇马，战功被郊区碾压,大V爱游戏,651213952,2026-04-24,1095,19,6,0,2,-1,0,2026-04-24,"三战创作者计划,三国志战略版",https://www.bilibili.com/video/BV1CMo7BFEBZ
bilibili,BV1L8oYBcEXp,满红周瑜最近没空玩三战，无奈请工作室帮忙打架：居然打出天下无双，还有多场鏖战！【三国志战略版】【开区第20天】【周瑜开局号】,5st逍遥,36991608,2026-04-24,1620,13,1,0,2,-1,1,2026-04-23,"三国志战略版,开局号,周瑜",https://www.bilibili.com/video/BV1L8oYBcEXp
bilibili,BV1GqoYBxE22,三国志战略版温侯弓开荒攻略，从翻车到连穿，肝帝给你讲清楚！,肝帝的北伐,3632316251375744,2026-04-24,65,0,0,0,0,-1,0,2026-04-24,"SLG,三国,三国志战略版温侯弓开荒,雷电模拟器推荐,三国志战略版玩法,三国志战略版模拟器,三国志战略版,三国志战略版电脑版,三国志战略版开荒攻略",https://www.bilibili.com/video/BV1GqoYBxE22
bilibili,BV17YoGBBE3s,大叔自榨花生油后续：大叔专门来感谢金主虎哥，顺便看看女儿！#三国志战略版 #三战创作者计划 #三战AI创作大赛,大来财,3632311708944787,2026-04-24,163,3,0,0,0,-1,0,2026-04-24,"三战创作者计划,三国志战略版",https://www.bilibili.com/video/BV17YoGBBE3s
bilibili,BV1jYoGBBE75,看看接战第一天真实战报，代代版本甘太程！,一个侠盗,4090865,2026-04-24,1925,27,26,0,1,-1,0,2026-04-24,"新剧本九州兵兴,三战创作者计划,必剪创作,三国志战略版攻略,三国志战略版抽卡,三国志战略版",https://www.bilibili.com/video/BV1jYoGBBE75
bilibili,BV1AGoMBiEtu,功勋换错，赛季白干！平民霸业兑换T0避坑指南！#三国志战略版攻略 #三国志战略版 #三战创作者计划,三战卡比兽,621273884,2026-04-24,367,4,0,0,5,-1,0,2026-04-23,"手游,校园,搞笑",https://www.bilibili.com/video/BV1AGoMBiEtu
bilibili,BV1EvojBXEmm,【重新开始玩】零氪怎么玩？ 单纯不充钱  三国志战略版 平民 三战 攻略 解析,小叶空青,526559977,2026-04-24,534,12,4,0,2,-1,0,2026-04-24,"三国志,三国,三国志战略版,零氪,三战,平民",https://www.bilibili.com/video/BV1EvojBXEmm
bilibili,BV1hV411j7hb,三国志战略版，满红大佬被围攻了，一人打一盟！,无敌马小超,477010534,2026-04-24,471866,3246,370,0,515,-1,334,2021-05-19,"三国志,三国志战略版,游戏知识分享官,打卡挑战",https://www.bilibili.com/video/BV1hV411j7hb
bilibili,BV1gJtjzQEhF,三国志战略版-新手篇之【现版本养号攻略】-带你少踩一些坑~-三战,心远攻略组,424022748,2026-04-24,78042,967,159,0,553,-1,60,2025-08-05,"心远攻略组,新手,三国志战略版,账号养成,教程攻略,分享游戏故事,攻略,少踩坑",https://www.bilibili.com/video/BV1gJtjzQEhF
bilibili,BV1PAo7BeEi7,400元账号闯荡三战 九州预备篇：400元账号武将战法情况总览！开荒队伍选择以及接战队伍选择！,三战-日尧皇,1549631702,2026-04-24,975,18,34,0,3,-1,1,2026-04-24,"整点电子榨菜,必剪创作,三国志战略版,教程攻略,三战,武将,平民,即时战略",https://www.bilibili.com/video/BV1PAo7BeEi7
bilibili,BV13S4y167ez,新手开荒奥义攻略，包教包会【三国志战略版-有啥配啥打天下】07,阿志-三国志战略版,454802537,2026-04-24,628333,7781,479,0,1281,-1,409,2022-02-28,"策略,有啥配啥打天下,军师云集大神上台,游戏,手机游戏,游戏知识分享官,攻略,三国志战略版",https://www.bilibili.com/video/BV13S4y167ez
bilibili,BV1PeopBmE9P,王者荣耀但三战版,三战丨续杯,3546975546903030,2026-04-24,342,12,1,0,0,-1,0,2026-04-22,"三战创作者计划,三国志战略版",https://www.bilibili.com/video/BV1PeopBmE9P
