platform,video_id,comment_id,author,author_id,content,like_count,reply_count,publish_time,ip_location,sentiment,mentioned_games
youtube,Iszhbl0I9fI,Ugw0cJ6kKde4szNCqiJ4AaABAg.9BXxJNGjrS79BY_E1euu79,@萧雨-k5t,UCVn8Nz_pjBf1vbI45MlsN7w,为了选举而已，川普的票仓是美国红脖子和美国农民，他们不懂高端优雅，只想简单粗暴。,2,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugw0cJ6kKde4szNCqiJ4AaABAg.9BXxJNGjrS79BYfz_u1JLU,@mcs8607-n7l,UCJYOScxFErwxM1CBa_kuQ-A,这首诗真的 云里雾里的有境界。中国的文化真的是很优秀的,2,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgxzlA2QmvB7M438qUp4AaABAg.9BXpOTQTUCj9B_4l3Zs9tM,@周俊-e1n,UCTO2S3Sqe1RQ-zm_fLD9zDw,死亡也是啊，去年美国自己宣布的九月开始流感死亡人数是9.4万，加上今年新冠到现在14万，已经25万人了，再加上枪击，意外，自杀，其他疾病，自然死亡的，美国这死亡比例已经高得恐怖，西方控制人口很有一套办法,2,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwLYMF1oxvpHUo2Nsp4AaABAg.9BY3Wyt7BxP9BeJXyw3Rbh,@zisemixer,UCiSPMufbyINZTAD22AmbWoA,"我觉得这个ross明显是共和党建制派。半年前还是现任，而且完全硬凹也要替trump说话。
现在一副对trump的持平态度，而且辞掉了官方身份。做好了切割",0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwLYMF1oxvpHUo2Nsp4AaABAg.9BY3Wyt7BxP9BZ5zH2Bcxm,@slbwjose123,UC1H5T532rAvYALKWkmwq1JA,小心他们背地里有多少黑手,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwbGYY4XK6L6YY_4Ox4AaABAg.9BXrpEyUMDV9BXuYc-fqOF,@leimei088,UCy2mlVq69KdKRA1f80DcRaw,这个必须有！替天行道！,1,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwbGYY4XK6L6YY_4Ox4AaABAg.9BXrpEyUMDV9BYBcFBKLf2,@赖焕祥,UCoM3tZIYmV9xGt1uML8pr0g,poortaiwanese 人如其名,1,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwbGYY4XK6L6YY_4Ox4AaABAg.9BXrpEyUMDV9BXugAnoIVc,@钱塘笑笑生,UCUOFhNmFOUeL1DzlzeMyXFw,@poortaiwanese 呵呵，你以为搞钱跟美国人印钱那么容易啊？没退路了，不贪了。不然怎么死都不知道。,0,0,5 years ago (edited),,,
youtube,Iszhbl0I9fI,UgwbGYY4XK6L6YY_4Ox4AaABAg.9BXrpEyUMDV9BXujdod6U0,@天地-c4h,UCAkIMMlu1T8gV6hTbAG-vLw,这样贪官的钱不敢转到美国。之前已经转过去的钱你以为还会再回到中国？,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwbGYY4XK6L6YY_4Ox4AaABAg.9BXrpEyUMDV9BXvsRwxMJ_,@mikexu5008,UCG2gS4OCNwKuJIzrdHiPF5A,我猜财产问题早就解决了，否则不会引而不发,0,0,5 years ago,,,
youtube,Iszhbl0I9fI,UgwbGYY4XK6L6YY_4Ox4AaABAg.9BXrpEyUMDV9Bdp44jkYUX,@王少强-f8k,UCVTBdm7R0Ze30fhF_Guoocw,@poortaiwanese 你知道为什么发行数字人民币吗？,0,0,5 years ago (edited),,,
youtube,Iszhbl0I9fI,UgxP8mI2OJqigYLotLV4AaABAg.9BXyCDlQoVV9BYm0k_uTQ8,@royray8134,UCaW5J_MYKktPbGau6EYI0tg,避重就轻,1,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugy2ysyFoQ3iKGpF7314AaABAg.9BXqmCyevub9BY1gh2VmUA,@MegaLouLuo,UCEjZ007DWwXyFk9DvvJpxPg,"完全不一样。
台湾属于中国领土，治权不影响主权。外部势力如果介入内战与入侵无异。
而且谁敢？
美国？叙利亚的大哥哥是俄罗斯，而且仅仅只是一个小弟的关系，距离还奇远。
美国就这都不敢直接和俄罗斯士兵正面作战。
台湾周遭的日本，他是战败国，没有权力出兵，他出兵，说难听点中国如果不是顾及经济发展联合国上完全有道义直接攻击他本土。
南韩？北韩表示他随时炸平首尔。
剩下的南亚印度尼西亚之类的和台湾有个毛感情要去送？他们与台湾的利益有和大陆经贸的零头？",2,0,5 years ago,,,
youtube,Iszhbl0I9fI,Ugy2ysyFoQ3iKGpF7314AaABAg.9BXqmCyevub9BXxY5qB0Fa,@calvinlee2951,UClQM8R2OqS4GXlA23TCcULw,还不太一样，叙利亚周围是谁，台湾周围是谁？第一岛链里df全部立起来，谁来搞谁。,1,0,5 years ago,,,
